factype,id,length,aadt,num_years,obs_kabco,obs_years,cf_total,lane_width,shld_type,shld_width,curve_radius,curve_length,spiral_transition,se_var,rhr,rumble_cl,twltl,ase,passing_lanes,lighting,dwy_density,grade,median_width,sideslope,spf_kabco,af_lane_width,af_shld,af_hor_curve,af_se_var,af_grade,af_dwy_density,af_rumble_cl,af_passing_lanes,af_twltl,af_rhr,af_lighting,af_ase,af_total,pred_kabco,exp_kabco,spf_kabc,spf_kab,spf_o,af_sideslope,af_median_width
rtl_seg,7432,0.14,964,5.0,0,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.03605770287313797,1.0,1.0561370565000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0561370565000001,0.19040938088293766,0.144142972898279,,,,,
rtl_seg,7444,0.35,970,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,5.662168759,1.5,0,8,0.09070532102423193,1.0,0.9984279575,1.0,1.0,1.0,1.025842595030182,1.0,1.0,1.0,1.0,1.0,1.0,1.0242299268724842,0.4645155215979713,0.3537235746667521,,,,,
rtl_seg,7453,0.21,1008,5.0,1,5,1.0,12,composite,2.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.05655523521180976,1.0,1.1033675731200001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1033675731200001,0.3120060631144266,0.49061460671237483,,,,,
rtl_seg,7462,0.23,868,5.0,2,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,4.348241367,1.5,0,8,0.053338469187857625,1.0,1.0515255405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0515255405,0.2804338132110229,0.664673357438661,,,,,
rtl_seg,7491,0.16,3624,5.0,1,5,1.0,12,composite,3.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.15491774180468523,1.0,1.187124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.187124,0.9195328466107258,0.965850367315938,,,,,
rtl_seg,7502,0.27,3624,5.0,2,5,1.0,12,composite,3.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,21.94290553,1.5,0,8,0.2614236892954064,1.0,1.187124,1.0,1.0,1.0,1.416438351371428,1.0,1.0,1.0,1.0,1.0,1.0,1.6814879614334552,2.1979039319187295,2.0677490815969337,,,,,
rtl_seg,7506,0.27,2656,5.0,0,5,1.0,12,paved,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,3.648380524,1.5,0,8,0.19159528663592695,1.0,0.92538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.8655840349094817,0.8292091063798217,0.4807594077787988,,,,,
rtl_seg,7509,0.16,2656,5.0,0,5,1.0,12,paved,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,12.53269592,1.5,0,8,0.11353794763610488,1.0,0.92538,1.0,1.0,1.0,1.212529401373204,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.0495460916869963,0.5958165459981836,0.3171211522996367,,,,,
rtl_seg,7519,0.35,1556,5.0,1,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.14550255619969574,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,0.7442164744502039,0.8296836798164893,,,,,
rtl_seg,7534,0.18,5202,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5.556907086,1.5,0,8,0.2501703516767299,1.0,0.9553428,1.0,1.0,1.0,1.0112227586676674,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9036394837633756,1.1303190372103118,1.0525062088281105,,,,,
rtl_seg,7537,0.28,5202,5.0,3,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,79.66982954,1.5,0,8,0.38915388038602433,1.0,0.9553428,1.0,1.0,1.0,2.504741989731632,1.0,1.0,1.0,1.0,1.0,1.0,2.3928872257477884,4.656006746129503,3.3362895074573076,,,,,
rtl_seg,7542,0.29,4040,5.0,3,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6.872518879,1.5,0,8,0.3130201888423862,1.0,0.9553428,1.0,1.0,1.0,1.043575632091695,1.0,1.0,1.0,1.0,1.0,1.0,0.9969724663742497,1.5603625484756358,2.3657460294474584,,,,,
rtl_seg,7545,0.17,3500,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5.959127499,1.5,0,8,0.1589680883929838,1.0,0.9553428,1.0,1.0,1.0,1.0239722778616263,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9150325906173388,0.7273049087385903,0.8643085458818256,,,,,
rtl_seg,7571,0.22,3720,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.21865459418624864,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.8936107064619098,0.9769604319095792,0.4770286425846451,,,,,
rtl_seg,7597,0.15,1220,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,13.40654577,1.5,0,8,0.048892706178010135,1.0,1.02296,1.0,1.0,1.0,1.308411089537428,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.2519644501358995,0.3060596500290428,1.5066783985264718,,,,,
rtl_seg,7604,0.44,1220,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.14341860478882973,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9568586357507224,0.6861566525975582,1.5776520883620542,,,,,
rtl_seg,7614,0.66,2880,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6.015590248,1.5,0,8,0.5078429284325775,1.0,1.02296,1.0,1.0,1.0,1.0277069749491765,1.0,1.0,1.0,1.0,1.0,1.0,1.0513031270940096,2.66948429366874,3.319270133351681,,,,,
rtl_seg,7620,0.32,2410,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.20604401641793124,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,1.0538739351744348,2.342295198516191,,,,,
rtl_seg,7632,0.32,3760,5.0,4,5,1.0,12,composite,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,12.54095164,1.5,0,8,0.3214628637889716,1.0,1.287,1.0,1.0,1.0,1.1820213976669227,0.94,1.0,1.0,0.9353822590821951,1.0,1.0,1.337583391526196,2.1499169379828813,3.2844566033571994,,,,,
rtl_seg,7640,0.26,1910,5.0,1,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.1326782398251357,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9568586357507224,0.6347715977644326,0.7682821576847605,,,,,
rtl_seg,7645,0.44,1240,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,4.498229837,1.5,0,8,0.14576972945749908,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9568586357507224,0.6974051223122724,1.5964744813263243,,,,,
rtl_seg,7715,0.17,3488,5.0,1,5,1.0,12,composite,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,12.08288635,1.5,0,8,0.15842305494706502,1.0,1.287,1.0,1.0,1.0,1.1773176714805922,1.0,1.0,1.0,0.9353822590821951,0.9215525999999999,1.0,1.3061151502254849,1.0345937610568303,1.0141995382690587,,,,,
rtl_seg,7716,0.31,2330,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,32.33754392,1.5,0,8,0.1929792441113482,1.0,0.9553428,1.0,1.0,1.0,1.8119646518887207,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.619191012658288,1.5623512884734243,0.7135969705622787,,,,,
rtl_seg,7750,0.15,2670,5.0,1,5,1.0,12,composite,5.5,0.0,0.0,0.0,0.0,2,0,0,0,0,0,12.99298423,1.5,0,8,0.10700288975023531,1.0,1.1059029999999999,1.0,1.0,1.0,1.2250345362160673,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.2672272326346024,0.6779848793104808,0.8441884592842136,,,,,
rtl_seg,7781,0.17,2670,5.0,0,5,1.0,12,composite,5.5,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.12126994171693335,1.0,1.1059029999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1059029999999999,0.6705639617729087,0.347280422470635,,,,,
rtl_seg,7787,0.1,320,5.0,1,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,19.94949582,1.5,0,8,0.008549544249706692,1.0,1.0290444,1.0,1.0,1.0,1.739395211532573,1.0,1.0,1.0,1.0,1.0,1.0,1.7899149018144098,0.07651478328135852,0.2177665087747474,,,,,
rtl_seg,7815,0.41,4180,5.0,4,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,7.37057282,1.5,0,8,0.457881529223354,1.0,0.9553428,1.0,1.0,1.0,1.0541844635744884,1.0,1.0,1.0,1.0,1.0,1.0,1.0071075371477498,2.3056796960078874,3.271940147776419,,,,,
rtl_seg,7827,0.18,1302,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5.598890232,1.5,0,8,0.06261472469878937,1.0,0.9845403145,1.0,1.0,1.0,1.0215664641710012,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9407825650074447,0.29453420654681034,0.21248102970415342,,,,,
rtl_seg,7831,0.52,1302,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5.746393723,1.5,0,8,0.18088698246316934,1.0,0.9845403145,1.0,1.0,1.0,1.026878170029228,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9456742293652043,0.8553007887152744,0.8957629880500056,,,,,
rtl_seg,7840,0.9,1060,5.0,4,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2.215756351,1.5,0,8,0.2548832879443807,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9568586357507224,1.2194363758905933,1.8931346327985925,,,,,
rtl_seg,7869,0.51,2020,5.0,6,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,7.773995935,1.5,0,8,0.2752418901889948,1.0,1.02296,1.0,1.0,1.0,1.0868088381961671,0.94,1.0,1.0,0.9353822590821951,1.0,1.0,0.9775270769039193,1.3452820017897882,3.1311845828336202,,,,,
rtl_seg,7896,0.39,530,5.0,0,5,1.0,12,composite,3.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.581505697,1.5,0,8,0.05522471238794916,1.0,1.0633476732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0633476732,0.2936153471043248,0.24931782117933068,,,,,
rtl_seg,7912,0.11,220,5.0,0,5,1.0,12,gravel,5.0,5964.927964,0.10684036,0.0,0.06,3,0,0,0,0,0,0.0,1.5,0,8,0.0064655928388406845,1.0,1.0173348,1.081189921997351,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.297919917007485,0.04195910860396146,0.03849384070168675,,,,,
rtl_seg,7957,0.35,4250,5.0,2,5,1.0,12,gravel,8.0,2042.083405,0.345757181,0.0,0.06,3,0,0,0,0,0,14.46101565,1.5,0,8,0.39742022098245944,1.0,0.9353676,1.073282113368368,1.18,1.0,1.2143353317926102,1.0,1.0,1.0,1.0,1.0,1.0,1.4385231412743236,2.8584909234681173,2.2932565799804783,,,,,
rtl_seg,7983,0.25,2754,5.0,1,5,1.0,12,gravel,8.0,8075.065971,0.253247226,0.0,0.06,2,0,0,0,0,0,0.0,1.5,0,8,0.18394878799759554,1.0,0.9353676,1.0256304707204582,1.18,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.0588742161292477,0.9738931434943956,0.9863981104215087,,,,,
rtl_seg,7987,0.2,2754,5.0,1,5,1.0,12,gravel,8.0,2596.377959,0.201013504,0.0,0.06,2,0,0,0,0,0,34.82353105,1.5,0,8,0.14715903039807646,1.0,0.9353676,1.0996425333694473,1.18,1.0,1.8290394835440131,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,2.0764815119974536,1.527865029725385,1.188329465153315,,,,,
rtl_seg,7993,0.12,3360,5.0,2,5,1.0,12,gravel,8.0,2213.553152,0.122356492,0.0,0.06,2,0,0,0,0,0,8.172839718,1.5,0,8,0.10772425754630431,1.0,0.9353676,1.1947921581685719,1.18,1.0,1.0808371224977908,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.3332330604371825,0.7181077078589128,1.4685968903146132,,,,,
rtl_seg,8029,0.25,3178,5.0,1,5,1.0,12,gravel,8.0,5784.875449,0.254310397,0.0,0.06,2,0,0,0,0,0,15.72881031,1.5,0,8,0.21226915332474894,1.0,0.9353676,1.0357773894632876,1.18,1.0,1.2803848303810188,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.3691795526829034,1.453172921987792,1.1910674727139667,,,,,
rtl_seg,8032,0.11,1160,5.0,1,5,1.0,12,gravel,6.0,1585.715237,0.10881448,0.0,0.06,3,0,0,0,0,0,0.0,1.5,0,8,0.03409130769570543,1.0,1.01148,1.2998684534371225,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5514533130734451,0.26445536135754216,0.5307161845699032,,,,,
rtl_seg,8065,0.13,2510,5.0,2,5,1.0,12,gravel,6.0,1105.387165,0.126805231,0.0,0.06,5,0,0,0,0,0,0.0,4.5,0,8,0.08717863402122791,1.0,1.01148,1.369139978878083,1.18,1.1,1.0,1.0,1.0,1.0,1.1429355539760198,1.0,1.0,2.0544784357379333,0.8955331182685105,1.5793688162201618,,,,,
rtl_seg,8073,0.11,3764,5.0,3,5,1.0,12,gravel,5.0,1041.879963,0.109122746,0.0,0.06,3,0,0,0,0,0,0.0,4.5,0,8,0.11062041566089245,1.0,1.092701,1.455102999631989,1.18,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0638102686355344,1.1414977488084046,2.4611524327989733,,,,,
rtl_seg,8114,0.24,2410,5.0,1,5,1.0,12,gravel,6.0,1489.839276,0.239138676,0.0,0.06,2,0,0,0,0,0,0.0,1.5,0,8,0.15453301231344846,1.0,1.01148,1.1452290279281303,1.18,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.278559028351261,0.9878978903583804,0.9938612622905072,,,,,
rtl_seg,8137,0.57,530,5.0,0,5,1.0,12,composite,3.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1.758948369,1.5,0,8,0.08071304118238722,1.0,1.0633476732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0633476732,0.4291301226909361,0.3643875848005601,,,,,
rtl_seg,8138,0.64,530,5.0,2,5,1.0,12,composite,3.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,4.721618138,1.5,0,8,0.09062516904689093,1.0,1.0633476732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0633476732,0.48183031319684066,0.7108754285933736,,,,,
rtl_seg,8151,0.42,520,5.0,0,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,7.131661241,1.5,0,8,0.05835063950424817,1.0,1.034808795,1.0,1.0,1.0,1.0960602153558383,1.0,1.0,1.0,1.0,1.0,1.0,1.1342127506998156,0.33091019668603316,0.27902776904589355,,,,,
rtl_seg,8202,0.27,1896,5.0,2,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3.638006662,1.5,0,8,0.13677133413468281,1.0,1.1009071910000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1009071910000001,0.7528627263576805,1.247832445389691,,,,,
rtl_seg,8205,0.15,1896,5.0,2,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6.867473749,1.5,0,8,0.07598407451926821,1.0,1.1009071910000001,1.0,1.0,1.0,1.0597420737581478,1.0,1.0,1.0,1.0,1.0,1.0,1.1666776696055974,0.44324461493638945,1.082843467183301,,,,,
rtl_seg,8218,0.55,3370,5.0,4,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,9.108740333,1.5,0,8,0.49520563333847983,1.0,1.02296,1.0,1.0,1.0,1.1045374546443776,1.0,1.0,1.0,1.0,1.0,1.0,1.1298976346030125,2.797658368756175,3.453592785384354,,,,,
rtl_seg,8224,0.64,3300,5.0,6,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,9.407525911,1.5,0,8,0.5642699204806416,1.0,1.02296,1.0,1.0,1.0,1.1132321297714394,1.0,1.0,1.0,1.0,1.0,1.0,1.1387919394709918,3.212930185646461,4.72431772766988,,,,,
rtl_seg,8225,0.24,3390,5.0,0,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.21737216254879263,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,1.1118151370045646,0.5311341734322362,,,,,
rtl_seg,8235,0.29,3880,5.0,2,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6.806299612,1.5,0,8,0.30062334968031146,1.0,0.9553428,1.0,1.0,1.0,1.042917187198088,1.0,1.0,1.0,1.0,1.0,1.0,0.9963434257859456,1.4976204904586388,1.7735757616071295,,,,,
rtl_seg,8242,0.43,2716,5.0,2,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,9.328344653,1.5,0,8,0.3120263043233578,1.0,0.9553428,1.0,1.0,1.0,1.1210116879525398,1.0,1.0,1.0,1.0,1.0,1.0,1.0709504448013056,1.6708235470240382,1.8282865346686037,,,,,
rtl_seg,8243,0.16,2716,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.11610281091101686,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553428,0.5545899223180071,0.755002670760121,,,,,
rtl_seg,8246,0.42,2560,5.0,4,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,30.66394403,1.5,0,8,0.28726468679014483,1.0,0.9553428,1.0,1.0,1.0,1.7348859664469871,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,1.550312674107545,2.226750423771479,3.212316760065992,,,,,
rtl_seg,8250,0.18,2560,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,5.572922904,1.5,0,8,0.12311343719577632,1.0,0.9553428,1.0,1.0,1.0,1.016405623450296,1.0,1.0,1.0,1.0,1.0,1.0,0.9710157942427515,0.5977254600030593,0.3351071687187799,,,,,
rtl_seg,8251,0.18,2560,5.0,2,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.12311343719577632,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553428,0.5880776790411855,1.2027700310240603,,,,,
rtl_seg,8292,0.26,3012,5.0,4,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,7.789413548,1.5,0,8,0.20922872165094697,1.0,0.9553428,1.0,1.0,1.0,1.0746478027024768,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9603167821706994,1.0046292635676317,2.433296857716051,,,,,
rtl_seg,8303,0.36,3012,5.0,3,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.28970130690131124,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553428,1.38382028849379,2.152577484978232,,,,,
rtl_seg,8310,0.71,5188,5.0,8,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.9841273516534251,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9568586357507224,4.708353775540338,6.716722268671269,,,,,
rtl_seg,8317,0.24,4962,5.0,3,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,4.237685589,1.5,0,8,0.3181712892528345,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553428,1.5198132517720642,2.406615827854145,,,,,
rtl_seg,8322,0.82,3874,5.0,2,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,6.124827997,1.5,0,8,0.8487239445986954,1.0,0.9553428,1.0,1.0,1.0,1.0267465945593588,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9175117497215486,3.8935709571966184,2.8929458806602875,,,,,
rtl_seg,8324,0.11,3874,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.1138532120803128,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.8936107064619098,0.5087022464002298,0.7650863871642899,,,,,
rtl_seg,8327,0.34,3874,5.0,0,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5.887746342,1.5,0,8,0.3519099282482396,1.0,0.9553428,1.0,1.0,1.0,1.021109175397799,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.9124740916019652,1.6055434605201258,0.7593246725190121,,,,,
rtl_seg,8333,0.77,2330,5.0,3,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1.30323466,1.5,0,8,0.47933554182496174,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9553428,2.2896487933328804,2.5825791131457234,,,,,
rtl_seg,8351,0.14,1270,5.0,0,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,7.223595986,1.5,0,8,0.047503405237432815,1.0,1.02296,1.0,1.0,1.0,1.0806500230121492,1.0,1.0,1.0,1.0,1.0,1.0,1.1054617475405082,0.26256598683948706,0.18200744627303056,,,,,
rtl_seg,8354,0.3,1270,5.0,2,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.10179301122307029,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,0.52065089380376,0.9505026552147068,,,,,
rtl_seg,8357,0.12,1270,5.0,0,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.040717204489228116,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,0.20826035752150396,0.14774652671731192,,,,,
rtl_seg,8369,0.45,3220,5.0,3,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6.720910627,1.5,0,8,0.3871340505570311,1.0,1.02296,1.0,1.0,1.0,1.0447085933607023,1.0,1.0,1.0,1.0,1.0,1.0,1.0686951026642642,2.068641319524394,2.5532810744484626,,,,,
rtl_seg,8378,0.44,2198,5.0,1,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,4.565319192,1.5,0,8,0.2583886010867604,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,1.3216060168385624,1.188199004985908,,,,,
rtl_seg,8385,0.19,2198,5.0,0,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,1.5,0,8,0.11157689592382838,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,0.5706935072711974,0.3339612587978144,,,,,
rtl_seg,8393,0.83,3160,5.0,7,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3.607709889,1.5,0,8,0.7007420205665846,1.0,1.02296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02296,3.584155286793967,5.308241728881113,,,,,
rtl_seg,8397,0.49,2940,5.0,3,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,4.064715986,1.5,0,8,0.3848897951914831,1.0,1.02296,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,0.9615824000000001,1.850516264978674,2.39221565011258,,,,,
rtl_seg,8398,0.27,2940,5.0,1,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,14.73585996,1.5,0,8,0.21208213204428658,1.0,1.02296,1.0,1.0,1.0,1.26328231403756,0.94,1.0,1.0,1.0,1.0,1.0,1.2147500394097908,1.2881338912945477,1.1355334583399816,,,,,
rtl_seg,8405,0.4,3020,5.0,1,5,1.0,12,composite,7.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,9.887008544,1.5,0,8,0.3227452954264276,1.0,1.02296,1.0,1.0,1.0,1.1306307217782043,0.94,1.0,1.0,0.9353822590821951,1.0,1.0,1.0169425437798343,1.6410671086196271,1.3257074837945726,,,,,
rtl_seg,8426,0.14,2600,5.0,1,5,1.0,12,composite,8.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,1.5,0,8,0.09725106584041364,1.0,0.9553428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353822590821951,1.0,1.0,0.8936107064619098,0.43452296824912867,0.6736028596811883,,,,,
rtl_seg,8441,0.13,2510,5.0,2,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,31.07175026,4.5,0,8,0.08717863402122791,1.0,1.02296,1.0,1.0,1.1,1.7524181913493249,1.0,1.0,1.0,1.0,1.0,1.0,1.9719190843249763,0.8595460608592098,1.5545809416433256,,,,,
rtl_seg,8449,0.32,3546,5.0,2,5,1.0,12,composite,5.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,4.5,0,8,0.30316683909459924,1.0,1.1059029999999999,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2164933,1.8440021427037903,1.9338978568026053,,,,,
rtl_seg,8471,0.39,1908,5.0,5,5,1.0,12,composite,6.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,2.576547679,1.5,0,8,0.19880896459661695,1.0,1.02296,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.9353822590821951,1.0,1.0,0.899447117605679,0.894090750802983,2.3356236709561524,,,,,
